ID,TRUE_CLUSTER_ID,COMPUTED_CLUSTER_ID,ENTROPY,REFERENCE
B916103,51,85,1.0986122886681096,MARCELINA J 703 WASHINGTON ST NEW SMYRNA BEACH FL 32168 386 206 1861
B980088,51,86,1.0986122886681096,MARCELINA SCHMOLDT 4748 AMOY CT ORLANDO FL 32V811 407 885 7432
B910654,52,86,1.3862943611198906,J BUFORD JACKSON 4748 AMOY CT ORLANDO FL 32811 407 885 7432
B998239,52,87,1.3862943611198906,JAMES BUFORD JACKSON 6537 BONNER AVE NORTH HOLLYWOOD CA 91606 818 532 0547
B984869,52,87,1.3862943611198906,BUFORD JACKSON 6537 BONNER AVE NORTH HOLLYWOOD CA 91606 818 532 0547
B901475,52,87,1.3862943611198906,JAMIE BUFORD AJCKSON 6537 BONNER VE NORTH HOLLYWOOD CALI 91606 818 532 0547
B978290,52,88,1.3862943611198906,JAMES BUFORD JACKSON 703 WASHINGTON STREET NEW SMYRNA BEACH FL 32168 386 206 1861
B947684,52,88,1.3862943611198906,JIM BUFORD JACKSON 703 WASHINGTON ST NEW SMYRNA BEACH FLA 32168 386 206 1861
B942512,52,88,1.3862943611198906,JAMES BUFORD JACKSNO 703 WASHINGTON STREET NEW SMYRNA BEACH FL 32168 386 206 1861
B958095,52,89,1.3862943611198906,JAMIE BUFORD JACKSON 26647 9THN STREET HIGHLAND CALIF 92346 909 726 0087
B932095,52,89,1.3862943611198906,JIM BUFORD JACKSON 26647 9H STR HIGHLAN CA 92346 909 726 0087
B967351,53,158,1.7917594692280547,LANSANA WILLIAMS 3441 MAYFAIR DR SACRAMENTO CA 95864 916 706 8261
B981564,53,158,1.7917594692280547,LANSANA WILLIAMS 10312 PARISE DR WHITTIER CALIF 90604 562 200 3674
B985572,53,158,1.7917594692280547,LANSANA WILLIAMS 238 WEST PLEASANT AVENIDA TULARE CA 93274 559 233 3862
B981920,53,180,1.7917594692280547,L WILLIAMS 2333 POST OFFICE BOX LEASANT HILL CA 94523 925 718 2062
B904518,54,75,1.3862943611198906,ISABEL A FAUCETTE 7644 OFFICE BOX STOCKTON C 95267 209 736 6247
B955058,54,75,1.3862943611198906,ISABEL A FAUCETTE 77501 POST BOX CORONA CA 92877 909 445 5611
B971592,54,137,1.3862943611198906,A FARRELLY 1228 HILLSBORO MILE APT 102 BEACH FL 33062 954 207 3546
B968991,54,137,1.3862943611198906,ISABEL A FAUCETTE 1228 HILLSBORO MILE AT 102 BEACH FL 33062 954 207 3546
B961683,54,137,1.3862943611198906,ISABEL A FAUCETTE 1228 HILLSBORO MILE APT 102 BEACH FLORIDA 33062 954 207 3546
B978531,54,138,1.3862943611198906,ISABEL A FAUCETTE 361 SW 22ND RD RGEAR MIAMI FLA 33129 305 340 5627
B957945,55,138,0.6931471805599453,RICHARD J FARRELLY 361 SW 22ND RD REAR MIAMI FL 33129 305 340 5627
B930934,55,138,0.6931471805599453,RICHARD J FARRELLY 361 SW 22ND ROAD REAR MIAMI FL 33129 305 340 5627
B951668,55,139,0.6931471805599453,RICHARD J F 1228 HILLSBORO MILE APT 102 BEACH FL 33062 954 207 3546
B965783,55,139,0.6931471805599453,J FARRELLY 1228 HILLSBORO MILE APT 102 BEACH FLORIDA 33062 954 207 3546
B929043,55,139,0.6931471805599453,RICHARD J FARRELLY 1228 HILLSBORO MILE APT 102 BEACH FLA 33062 954 207 3546
B918475,56,263,1.0986122886681096,HNAEEF M RIVERA 9914 BUENA VISTA AVE SATEE CALI 92071 858 507 8254
B971645,56,263,1.0986122886681096,HANEEF M RIVERA 9914 BUENA VISTA AVENUE SANTEE CA 92071 858 507 8254
B992183,56,263,1.0986122886681096,HANEEF M RIVERA 9914 BUENA VISTA AV SANTEE CA 92071 858 507 8254
B920246,56,264,1.0986122886681096,HAENEF M RIVERA 280911 BUZON SAN FRANCISCO CALIFORNIA 94128 415 104 1118
B978737,57,18,0.6931471805599453,STACEY M HAMLITON 5 DONNA WAY MISSION HILLS CA 91345 818 642 4433
B979390,57,18,0.6931471805599453,STACEY M H 5 DONNA WAY MISSION HILLS CALIFORNIA 91345 818 642 4433
B902275,57,18,0.6931471805599453,STACEY M HAMILTON 5 DONNA WAY MISSION HILLS CA 91345 818 642 4433
B964976,57,19,0.6931471805599453,STACEY M HAMILTON 1112 APTDO OAKLEY SCA 94561 925 543 2638
B950375,57,19,0.6931471805599453,STACEY M HAMILTON 3439 ROCKRILL DRV HOUSTON TX 77045 713 553 8187
B935860,57,19,0.6931471805599453,STACEY M SCHOONOVER 3439 ROCKRILL DR HOUSTON TX 77045 713 553 8187
B902684,58,20,0.6931471805599453,H SPENCER SCHOONOVER 2550 E ARD TER APARTMENT 57 ANAHEIM CA 92F806 714 657 3736
B969516,58,20,0.6931471805599453,HECTOR SPENCER S 11481 TWIN HILLS AVENIDA NORTHRIDGE CA 91326 818 571 6014
B898324,58,20,0.6931471805599453,HECTOR SPENCER SCHOONOVER 11481 TWIN HILLS AVE NORTHRIDGE CA 91326 818 571 6014
B940779,58,20,0.6931471805599453,HECTOR SPENCER SCHOONOVER 11481 TWIN HILLS AVE NORTHWRIDGE CA 91326 818 571 6014
B966663,58,21,0.6931471805599453,HECTOR SPENCER SCHOONOVER 3439 ROCKRILL DR HOUSTON TX 77045 713 553 8187
B992884,58,21,0.6931471805599453,H SPENCER SCHOONVOER 3439 ROCKRILL DR HOUSTON TX 77045 713 553 8187
B933966,59,122,1.3862943611198906,LYNDA L ANDERSON 22 MAPLE BRAWNCH ST SPRING TX 77380 281 668 0846
B969942,59,122,1.3862943611198906,LYNDA P ANDESRON 2119 E 13T ST BROWNSVILLE TX 78521 956 412 0021
B959729,59,122,1.3862943611198906,LYNDA L ANDERSNO 22 MAPLE BRANCH IST SPRING TEXAS 77380 281 668 0846
B903389,59,122,1.3862943611198906,LYNDA L ANDERSON 22 MAPLE BRANCH ST SPRING TEXAS 77380 281 668 0846
B995931,59,123,1.3862943611198906,LYNDA L ANDERSON 1111 NIKKI HLN STAFFORD TX 77477 281 307 0480
B975956,59,123,1.3862943611198906,L ANDERSON 1111 NIKI LN STAFFORD TX 77477 281 307 0480
B938907,59,123,1.3862943611198906,L ANDERSON 1111 NIKKI LN STAFFORD TX 77477 281 307 0480
B985738,59,124,1.3862943611198906,L ANDERSON 5137 JM BROWNING ST EL PASO TX 79938 915 785 0812
B920380,59,124,1.3862943611198906,LYNDA L ANDERSON 5137 JM BROWNING ST ELG PASO TX 79938 915 785 0812
B941384,59,124,1.3862943611198906,LYNDA L ANDERSON 5137 JM BRONING ST EL PASO TX 79938 915 785 0812
B961252,59,125,1.3862943611198906,LYNDA L PIERRE CANEL 413 SUNSET HILLS DR EL PASO TEXAS 7928 915 742 5680
B905700,59,125,1.3862943611198906,LYNDA L ANDERSON 413 SUNSET HILLS DR PASO TEXAS 79928 915 742 5680
B959790,60,288,0.6931471805599453,DAVY R PIERRE CANEL 303 N ROSPERO DR APT 2 COVINA CA 91723 626 150 1300
B923431,60,288,0.6931471805599453,DAVID R PIERRE CANEL 576 ORTEGA ST SAN FRANCISCO CALIFORNIA 94122 415 328 8676
B955385,60,288,0.6931471805599453,R PIERRE CANEL 576 ORTEGA ST SAN FRANCISCO CA 94122 415 328 8676
B977988,61,0,1.6094379124341005,LAVERNE L DELAY 3708 BECONTREE PXLACE OVIEDO FL 32765 407 230 2603
B956565,61,0,1.6094379124341005,VERNA L DELINOIS 3708 BECONTREE PL OVIEDO FL 32765 407 230 2603
B945890,61,0,1.6094379124341005,VERNA L D 3708 BECONTREE PL OVIEDO FLA 32765 407 230 2603
B898188,61,1,1.6094379124341005,LAVERNE L DELINOIS 5324 S SALFORD BOULV NORTH PORT FL 3428 941 465 5262
B980586,61,2,1.6094379124341005,LAVERNE L DELINOIS 1439 SARA CT ALLEN TX 75002 972 412 0632
B965369,61,2,1.6094379124341005,LAVERNE L DELINOIS 17370 ST HWY 31 E BROWNSBORO LTX 75756 903 722 1856
B941350,61,2,1.6094379124341005,LAVERNE L DELINOIS 1439 SARA CT XALLEN TEXAS 75002 972 412 0632
B935644,61,2,1.6094379124341005,LAVERNE L DELINOIS 10915 N BOULEVARD TAMPA FL 33612 813 681 8543
B899549,61,2,1.6094379124341005,L DELINOIS 1439 SARA CT AVEN TEXAS 75002 972 412 0632
B989024,62,1,0.6931471805599453,JAMES L DELAY 7006 APARTADO NORTH PORT FL 34290 941 465 5262
B941489,62,95,0.6931471805599453,JAMES L DELAY 2600 CALLER FONTANA CALIFORNIA 92334 909 856 5241
B941961,62,202,0.6931471805599453,JAMES L DELAY 50 CHRISTEN AVE DALY CITY CA 94015 650 528 1524
B919284,63,103,1.6094379124341005,ROSA F HAMES 8854 HOOPER AVE LOS ANGELES CA 90002 818 223 4503
B923433,64,289,1.0986122886681096,JOSE H DHALA 90335 APARTADO AUSTIN TX 78709 512 764 2042
B930311,64,289,1.0986122886681096,JOSE H DHALA 880 ARROWDR COPPERAS COVE TEXAS R76522 254 212 4763
B961642,65,48,1.0986122886681096,KENDRA E 6808 N HALF MOON DR BAKERSFIELD CA E93309 661 880 5333
B907884,65,48,1.0986122886681096,KENDRA E ENNIS 6808 N HALF MOON DR BAKERSFIELD CA 93309 661 880 5333
B953960,65,48,1.0986122886681096,K E ENNIS 6808 NORTH HALF MOON DRIV BAKERSFIELD CA 93309 661 880 5333
B939072,65,105,1.0986122886681096,KENDRA E ENNIS 523 WEST 1ST ST AZUSA C 91702 626 257 8804
B980924,65,189,1.0986122886681096,KENDRA E LOS 8570 LAKE KNOLL CAVE UNIT GARDEN GROVE CA 92844 714 411 1282
B973835,65,189,1.0986122886681096,KENDRA E ENNIS 8570 LAKE KNOLL AVE UNIT AE GARDEN GROVE CALIF 92844 714 411 1282
B933936,65,189,1.0986122886681096,KENDRA E ENNIS 6540 HAYVENHURST AVNUE UNIT 33 VAN NUYS CA 91406 818 861 0681
B925929,66,265,1.0986122886681096,DAIRL E LYONS 178 POST TUSSTIN CA 92781 714 711 8777
B996977,67,114,0.6931471805599453,TAJUANNA S TOMBERLIN 8455 NEW 60TH PLACE PARKLND FL 33067 954 156 0178
B922013,67,114,0.6931471805599453,S OTMBERLIN 8455 NW 60TH PL PARKLAND FL 33067 954 156 0178
B930304,67,114,0.6931471805599453,TAJUANNA S TOMBERLIN 8455 NW 60TH PL PARKLAND FL 33067 954 156 0178
B942748,67,115,0.6931471805599453,TAJUANNA S TOMBERLIN 2885 CALLER BRANDON FL 33509 813 862 2763
B933576,68,115,1.0986122886681096,RAFAEL J TALLMAN 2885 POST OFFICE BRANDON FL 33509 813 862 2763
B993179,68,116,1.0986122886681096,RAFALE J TALLMAN 1921 EAST 5TH STREET ONTRIO CALIF 91764 909 503 1870
B987259,68,116,1.0986122886681096,RAFAEL J TALLMAN 4366 CASTANOS STR FREMONT CA 94536 530 573 3043
B971553,68,116,1.0986122886681096,RAFAEL J TALLMAN 4366 CKASTANOS STR FREMONT CA 94536 530 573 3043
B902817,68,116,1.0986122886681096,RAFAEL J TALLMAN 4366 CASTANOS STREET FREMONT CA 94536 530 573 3043
B939925,68,117,1.0986122886681096,RAFAEL J TALLMAN 239 N MAGNOLIA AVE FARMERSVILLE CALI 93223 559 111 0505
B948699,68,117,1.0986122886681096,RAFAEL J TALLMAN 239 N MAGNOLIA AVE FARMERSVILLZE CALI 93223 559 111 0505
B946554,69,53,1.0986122886681096,BARBERY B BARKER 27602 BLUE TOPAZ DR SUN CITY CA 92585 909 643 6437
B952568,69,53,1.0986122886681096,BARBARA B CAMPOS 27602 BLUE TOPAZ DRV UN CITY CALI 92585 909 643 6437
B905529,69,53,1.0986122886681096,BARBAAR B BARKER 27602 BLUE TOPAZ D SUN CITY CA 92585 909 643 6437
B940532,69,57,1.0986122886681096,BARBARA B BRAKER 674 BOX TEMPLE CITY CA 91780 626 348 7048
B905065,69,78,1.0986122886681096,BARBARA B CAMPOS 2403 RIDGEVIEW AVENUE LOS ANGELES CA 90041 818 883 5280
B934191,69,78,1.0986122886681096,BABS B CAMPOS 2403 RIDGEVIEW AVE LOS ANGELES CA 90041 818 883 5280
B957094,69,78,1.0986122886681096,BARBARA B BARKER 2403 RIDGEVIEW AVE LOS ANGELES CA 90041 818 883 5280
B907927,70,53,1.0986122886681096,JUSTIN A B 27602 BLUE TOPAZ DRIVE SUN CITY CA 92585 909 643 6437
B931485,70,53,1.0986122886681096,JUSTNI A BARKER 27602 BLUE TOPAZ DR SUN CITY CALI 9258 909 643 6437
B899682,70,53,1.0986122886681096,JUSTIN A BARKER 27602 BLUE TOPAZ CIR SUN CITY CALIFORNIA 92585 909 643 6437
B920210,70,54,1.0986122886681096,JUSTUS A BARKER 10200 NW 22ND AVENU MIAMI FLORIDA 33147 305 532 4173
B969059,70,54,1.0986122886681096,JUSTIN A BAREKR 10200 NW 22ND AVENU MIAMI FL 33147 305 532 4173
B998272,70,54,1.0986122886681096,JUSTIN A BARKER 10200 NW 22ND AV MIAMI FL 33147 305 532 4173
B948811,70,54,1.0986122886681096,JUSTUS A BARKER 3985 FENROSE CIR MELBOURN FLORIDA 32940 321 254 5860
B937046,70,55,1.0986122886681096,JUSTIN A BARKER 2403 RIDEVIEW AVEN LOS ANGELES CA 90041 818 883 5280
B977418,70,55,1.0986122886681096,JUSTIN A BARKER 2403 RIDGEVIEWAV LOS ANGELES CA 90041 818 883 5280
B957027,70,56,1.0986122886681096,JUSTIN A BARKER 4315 S HHIGHWAY 27 SUITE A1 CLERMONT FLA 3471I1 352 458 7070
B965977,70,57,1.0986122886681096,JUSTIN A BARKER 10635 SPARKLETT ST TEMPLE CITY CALI 91780 626 348 7048
B988762,71,63,1.0986122886681096,FELICITA Y KIMEI 3924 KANSAS RD GURDON AGR 71743 870 228 8746
B955197,71,265,1.0986122886681096,Y KIMEI 5885 POST BOX BUENA PARK CA 90622 714 673 8224
B997440,71,266,1.0986122886681096,FELICITA Y KIMEI 8721 GREENBACK LN APT H50 ORANGEVALE CA 95662 916 280 3131
B957327,71,266,1.0986122886681096,FELICITA Y KIMEI 11404 NARANCA AVE EL CAJON CALIF 92021 619 561 7637
B921974,71,266,1.0986122886681096,FELICITA Y KIMEI 8721 GREENBXACK LANE APT 5E0 ORANGEVALE CALIFORNIA 95662 916 280 3131
B930011,72,63,0.6931471805599453,STEVEN BIZHKO 3924 KANSAS RD GURDON ARKAN 71743 870 228 8746
B946293,72,63,0.6931471805599453,STEVEN BIZHKO 2564 CALLER VALRICO FL33595 813 850 1570
B918610,72,63,0.6931471805599453,STEEVN BIZHKO 3924 KANSAS RD GURDON AR 71743 870 228 8746
B927766,73,26,1.0986122886681096,ORISTELA D BEDOLLA 1525 POST BOX EL CERRITO CA 94530 530 386 1487
B991666,73,26,1.0986122886681096,ORISTELA D BEDOLLA 7319 HAZELTINE AVE APT 5 VAN NUYS CALIF 91405 818 286 0065
B977744,73,26,1.0986122886681096,ORISTELA D B 7319 HAZELTINE AVE APT5 VAN NUYS CAI 91405 818 286 0065
B951133,73,26,1.0986122886681096,ORISTELA D BEDOLLA 854 NORTON AVE GLENDALE CA 91202 818 170 2156
B936247,73,26,1.0986122886681096,ORISTLEA D BEDOLLA 7319 HAZELTINE AVE APARTMENT 5 VAN NUYS CA 91405 818 286 0065
B951716,74,160,0.6931471805599453,BRIANA C JACOBS 5914 PEBBLE CREEK DR ROCKLIN CA 95765 916 710 7886
B982671,74,161,0.6931471805599453,BRIANA C JACOBS 22 JUNIPER DR ORMOND BEACH FL 32176 386 336 3873
B977072,74,161,0.6931471805599453,BRIANA C AJCOBS 22 JUNIPER DRIVE PORMOND BEACH FLORIDA 32176 386 336 3873
B909850,74,161,0.6931471805599453,C JACOBS 22 JVUNIPER DR ORMOND BEACH FL 32176 386 336 3873
B905802,74,162,0.6931471805599453,BRIANA C JACOBS 7500 SW 59TH AV APARTMENT C2 SOUTH MIAMI FL 33143 305 827 5055
B978561,74,162,0.6931471805599453,BRIANA C JACOBS 7500 SW 59TH AVENIDA APARTMENT C2 SOUTH MIAMI FL 33143 305 827 5055
B937817,75,160,1.6094379124341005,TIMOTHY GONZALES 542 BOX ROCKLIN CA 95677 916 710 7886
B969768,75,322,1.6094379124341005,TIM GONZALES 11268 JOSHUA CT FONTANA CA 92337 909 887 2727
B987277,75,322,1.6094379124341005,TIMOTHY GNOZALES 11268 JOSHUA CET FONTANA CA 92337 909 887 2727
B989733,75,322,1.6094379124341005,GONZALES 11268 JOSHUA CT FONTANA CALIF 92337 909 887 2727
B902004,76,93,0.6931471805599453,DINA JACKSON 1649 SEATTLE SLEW WAY OCEANSIDE CA 92057 760 182 1245
B987798,76,93,0.6931471805599453,DINA JACKSON 20444 VIA CELLINI PORTER RANCH CALI 91326 818 804 6521
B938744,76,104,0.6931471805599453,DINA JACKSON 110 POST OFFICE KATY TX 77492 281 602 2727
B965355,76,257,0.6931471805599453,DINA WOOLDRIDGE 3602 ROLLING QGREEN DRV PT 1317 AIBILENE TEXAS 79606 915 730 8303
B917815,77,104,1.3862943611198906,PATRICK L WOOLDRIDGE 19315 MONTCLAIR MEADOW N KATY TX 77449 281 602 2727
B937100,77,255,1.3862943611198906,PETER L WOOLDRIDGE 3417 N MIDLAND DRIVE APT 2810 TX 79707 915 284 2365
B994931,77,255,1.3862943611198906,PETER L WOOLDRIDGE 3417 N MIDLAND DR APARTMENT K2810 TX 79707 915 284 2365
B958542,77,255,1.3862943611198906,PATRICK L WOOLDRIDGE 3417 N MIDLAND DR APARTMENT 281H0 TX 79707 915 284 2365
B997592,77,256,1.3862943611198906,PATRICK L WOOLDRIDGE 1837 SOUTHPAR DRIVE ARLINGTON TX 76013 817 442 4151
B956229,77,256,1.3862943611198906,EPTER L WOOLDRIDGE 1837 SOUTHPARK DRIVE ARLINGTON TEXAS 76013 817 442 4151
B925279,77,256,1.3862943611198906,PETRE L WOOLDRIDGE 1837 SOUTHPARK DR ARLINGTON TX G76013 817 442 4151
B925916,77,257,1.3862943611198906,PETER L WOOLDRIDGE 3602 ROLLING GREEN DR APT 117 ABILENE TX 79606 915 730 8303
B900688,78,72,1.3862943611198906,BESSIE MARTINEZ 24477 DEL AMO ROAD RAMONA CALIF 92065 760 585 6276
B901468,78,73,1.3862943611198906,BESSIE MARTINEZ 7367 MANDYW DR SACRAMENTO CALI 95823 916 140 1240
B971334,78,73,1.3862943611198906,BESSIE MARTINEZ 7367 MANDY DOR SACRAMENTO CA 95823 916 140 1240
B927128,78,73,1.3862943611198906,ELIZABETH ANVARRETE 7367 MANDY DR SACRAMENTO CA 95823 916 140 1240
B938514,78,74,1.3862943611198906,BESSIE MARTINEZ 1460 NW 58TH ST MIAMI FL 33142 305 111 7157
B989280,78,74,1.3862943611198906,BESSIE MARTINEZ 1460 NW 58TH ST MIAMI FLORIDA 33142I 305 111 7157
B959086,78,75,1.3862943611198906,BESSIE MARTINEZ 77501 BOX CORONA CA 92877 909 816 6774
B931432,79,72,1.0986122886681096,RUBEN R NAVARRETE 24477 DEL AMO RD RAMONA CA 92065 760 585 6276
B948984,79,75,1.0986122886681096,RUBEN R NAVARRETE 77501 POST OFFICE BOX CORONA CALIF 92877 909 816 6774
B995178,79,234,1.0986122886681096,RUBEN R NAVARREET 216 CAHPROCK DR ARLINGTON TEXAS 76018 817 223 3571
B929231,79,308,1.0986122886681096,RUBEN R NAVARRETE 7367 MANDY DR SACRAMENTO CA 95823 916 140 1240
B945399,79,308,1.0986122886681096,R NAVARRETE 7367 MANDY DRIV SACRAMENTO CA 95823 916 140 1240
B956434,80,320,1.0986122886681096,HOYOS 791 LITTLE WEKIVA DR ALTAMONTE SPRINGS FL 32714 407 416 2733
B970724,80,320,1.0986122886681096,CAROLINE HOYIOS 1438 FATWOOD CT TRINITY FL 34655 727 622 2744
B961651,80,320,1.0986122886681096,CAROL HOYOS 1438 FATWOOD CT TRINITY FL 34655 727 622 2744
B969525,80,321,1.0986122886681096,CAROL GREGORY 10750 WASHINGTON ST APARTMNT 105 PEMBROKE PINES FL 33025 954 361 7825
B994642,80,321,1.0986122886681096,HOYOS 10750 WASHINGTON ST APT 15 PEMBROKE PINES FL 33025 954 361 7825
B970401,81,290,1.0986122886681096,FREDY E GREGORY 22372 WALLINGFORD LN HUNTINGTON BEACH CA 92646 714 387 0415
B931009,81,290,1.0986122886681096,FREDY E GREGORY 22372 WALLINGFORD LANE HUNXTINGTON BEACH CALI 92646 714 387 0415
B933880,81,290,1.0986122886681096,FREDY E GREGORY 22372 WALLINGFORD LN HFUNTINGTON BEACH CA 92646 714 387 0415
B977602,81,291,1.0986122886681096,FREDY E G 1502 VANVLECK STR YUBA CITY CALI 95993 650 710 0177
B924357,81,291,1.0986122886681096,FREDY E GREGORY 1502 VAN VLECK STR YUBA CITY CALIF 95993 650 710 0177
B929922,82,23,1.0986122886681096,LINDA L HINDS 29605 SOLANA WAY APT J9E TEMECULA CA 92591 909 377 2055
B927313,82,176,1.0986122886681096,LIDIA S HNIDS 13854 BAYBERRY STREET VICTORVILLE CA 92392 760 447 3462
B920140,82,276,1.0986122886681096,LIDIA S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94O509 925 348 4561
B927756,82,276,1.0986122886681096,LIDIA S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94509 925 348 4561
B933827,82,276,1.0986122886681096,L S HINDS 3725 DIMAGGIO WAY ANTIOCH CA 94509 925 348 4561
B958058,82,298,1.0986122886681096,LIDIA L HINDS 2116 WINGATE BND WELLINGTON FLORIDA 33414 561 443 0230
B968460,82,298,1.0986122886681096,L HINDS 2116 WINGATE BND WELLINGTON FLORIDA 33414 561 443 0230
B970243,82,299,1.0986122886681096,LIDIA L HINDS 1350 MANOR BLVD SAN LEANDRO CALI 94579 530 243 8760
B977181,82,299,1.0986122886681096,LIDIA L HINDS 1350 MANOR BLVD SAN LEANDRO CALIF 94579 530 243 8760
B926920,82,299,1.0986122886681096,LIDIA L STEAWRT 1350 MANOR BOULEVARD SAN LEANDRO CA 94579 530 243 8760
B898683,83,23,1.6094379124341005,JOSE W S 29605 SOLANA WAY APARTMENT J9 TEMECULA CALI 92591 909 377 2055
B964462,83,23,1.6094379124341005,JOSE W STEWART 29605 SOLANAWAY APT J9 TEMECSULA CA 92591 909 377 2055
B950315,83,23,1.6094379124341005,JOSE W STEWART 5155 WISTERIA LANE FONTANA CA 92336 909 857 3511
B938386,83,23,1.6094379124341005,JOSE W STEWART 29605 SOLANA WY APARTMENT J9 TEMECULA CALIF 92591 909 377 2055
B989557,83,24,1.6094379124341005,JOSE W STEWART 1350 MANOR BOULEVARD SAN LEANDRO CA 94579 530 243 8760
B952243,83,24,1.6094379124341005,JOES W STEWART 1350 MANOR BLVD SAN LEANDRO CA 94579 530 243 8760
B976717,83,25,1.6094379124341005,JOSE W STEWART 5210 78TH STREET SACRAMENTO CA 95820 916 160 5772
B916265,83,25,1.6094379124341005,JOSE W STEWART 10101 MOSYAIC WAY ELK GROVE CALI 95757 916 851 1465
B902450,83,26,1.6094379124341005,JOSE W STEWART 14604 GAULT LST APARTMENT 5 VAN NUYS A 91405 818 464 6040
B959031,84,14,1.0986122886681096,SHIRLEY ABISADA 16057 TAMPA PALM BLVD W A 509 FL 33647 813 406 2416
B958401,84,68,1.0986122886681096,S ABISADA 13828 TAM O SHANTR CT POWAY CA 92064 858 864 8331
B935868,84,68,1.0986122886681096,SHIRLEY ABISADA 13828 TAM O SHANTER COURT POWAY CA 92064 858 864 8331
B984075,84,68,1.0986122886681096,SHIRLEY B 13828 TAM O SHANTER CT POWAY CA 92064 858 864 8331
B921645,84,69,1.0986122886681096,SHIRLEY ABISADA 1932 EISENHOWER DRIV SANTA CLAARA CALIFORNIA 95054 408 570 5866
B920012,84,69,1.0986122886681096,SHIRLEY ABISADA 885 POST OFFICE SOLEDAD CALIFORNIA 93960 831 637 6364
B924634,85,69,0.6931471805599453,JEFFREY L BAUM 403 FRANSCIONI ST SOLEDAD CALI 93960 831 637 6364
B953009,85,70,0.6931471805599453,JEFFREY L BAUM 8301 BALGOWANW RD HIALEAH FL 3306 305 524 6678
B939178,85,70,0.6931471805599453,JEFFREY L BAUM 3445 ADVANTAGE LN JACKSONVILLE FLA 32277 904 752 3184
B948847,85,70,0.6931471805599453,GEOFFREY L BUAM 3445 ADVANTAGE LANE JACKSONVILLE FL 32277 904 752 3184
B960464,85,71,0.6931471805599453,JEFFRYE L BAUM 13828 TAM O SHANTER CT POWAY CA 9G2064 858 864 8331
B934411,85,71,0.6931471805599453,JEFFREY L BAUM 13828 TAM O SHANQTER CT POWAY CA 92064 858 864 8331
B900616,85,71,0.6931471805599453,JEFFRYE L BAUM 13828 TAM O SHANTER CT POWAY CA 92064 858 864 8331
B968975,86,30,0.6931471805599453,FRANCES HYDE 18522 WOLF CREEK TRL HUMBLE TX 77346 281 841 3044
B988087,86,30,0.6931471805599453,FRANCES WILSON 18522 WOLF CREEK TRL HUMBLE TEXAS 77346 281 841 3044
B986616,86,30,0.6931471805599453,WILSON 18522 WOLF CREEK TRL HUMBLE TEXAS 77346 281 841 3044
B975430,86,31,0.6931471805599453,F WILSON 6372 NW 173RD ST HPIALEAH FLORIDA 33015 305 368 2338
B957240,86,31,0.6931471805599453,FRANCES WILSON 6372 NORTHWEST 17RD STREET SHIALEAH FLORIDA 33015 305 368 2338
B995556,86,31,0.6931471805599453,FRNACES WILSON 343 A N FLETCHER AVE FERNANDINA BEACH FL 32034 904 578 4814
B967177,86,32,0.6931471805599453,FRANCES WILSON 1985 POST BOX AMARILLO TX 79105 806 320 2477
B917827,86,33,0.6931471805599453,FRANCES HYDE 13117 SIETTLERS TRL KELLER TX 76248 817 501 2757
B900408,86,33,0.6931471805599453,FRAN IE WILSON 13117 SETTLERS TRL KELLER TX 76248 817 501 2757
B952141,86,33,0.6931471805599453,FRANCES HYDE 13117 SETTLERS TRL KELLER TEXAS 7248 817 501 2757
B912968,87,32,1.3862943611198906,JAMIE VON HYDE 1985 BOX AMARILLO TEXAS 79105 806 320 2477
B992161,87,34,1.3862943611198906,J VON HYDE 13117 SDETTLERS TRL KELLER TX 76248 817 501 2757
B951148,87,34,1.3862943611198906,JAIME VON HYDE 13117 SETTLERS TRL KELLER TEXAS 76248 817 501 2757
B899160,87,34,1.3862943611198906,JAIEM VON HYDE 13117 SETTLERS TRL KELLER TEXAS 76248 817 501 2757
B968734,87,35,1.3862943611198906,J VON HYDE 640083 APARTADO SAN JOSE CA 95164 408 263 3403
B944025,88,119,1.0986122886681096,I CARCAMO 3905 CASTLE DRV ROWLETT TX 75R089 972 887 0516
B992897,88,119,1.0986122886681096,ERIKA I VILLAGRAN 7651 GATE PKWY APT 1305 JACKSONVILLE FL 32256 904 688 2148
B926771,88,119,1.0986122886681096,ERIKA I VILLAGRAN 3905 CASTLE DRV ROWLETT TX 75089 972 887 0516
B903282,88,119,1.0986122886681096,ERIKA I CARCAMO 3905 CASTLE DR ROWLETT TEXAS 75089 972 887 0516
B976859,88,120,1.0986122886681096,ERIKA I VILLAGRAN 4100 TRADEWIND CTX EL PASO TX 79904 915 686 2243
B978052,88,120,1.0986122886681096,E I VILLAGRAN 4100 TRADEWIND C EL PASO TEXAS 79904 915 686 2243
B969636,89,118,0.6931471805599453,SANTIAGO LEOPOLDO CARCAMO 430115 BUZON MIAMI FLORIDA 33243 305 376 6616
B950463,89,120,0.6931471805599453,SANTIAGO LEOPOLDO CACRAMO 4100 TRADEWIND CT EL PASO TX 79904 915 686 2243
B939673,89,121,0.6931471805599453,SANTIAGO LEOPOLDO CARCAMO 3905 CASTLE DRIV ROWLETT TX 75089 972 887 0516
B966750,89,121,0.6931471805599453,SANTIAGO LEOPOLDO CARCAMO 3905 CASTLE DR ROWLETT TX 75089 972 887 0516
